Type	Shape	Chr	Start	End	color
Repeats w/o cCREs	circle	8	76864209	76864224	6600ff
Repeats w/o cCREs	circle	9	122116902	122116919	6600ff
Repeats w/o cCREs	circle	9	13444275	13444352	6600ff
Repeats w/o cCREs	circle	9	35305614	35305669	6600ff
Repeats w/o cCREs	circle	9	37331442	37331456	6600ff
Repeats w/o cCREs	circle	9	45772551	45772566	6600ff
Repeats w/o cCREs	circle	9	54182244	54182272	6600ff
Repeats w/o cCREs	circle	9	5862379	5862398	6600ff
Repeats w/o cCREs	circle	9	67838176	67838236	6600ff
Repeats w/o cCREs	circle	9	84771652	84771732	6600ff
Repeats w/o cCREs	circle	X	154923319	154923336	6600ff
Repeats w/o cCREs	circle	X	71361882	71361922	6600ff
Repeats w/o cCREs	circle	X	71970668	71970689	6600ff
cCREs w/o Repeats	circle	10	112272099	112272112	ff6600
cCREs w/o Repeats	circle	10	116473051	116473067	ff6600
cCREs w/o Repeats	circle	10	119453729	119453780	ff6600
cCREs w/o Repeats	circle	10	13061085	13061100	ff6600
cCREs w/o Repeats	circle	10	18844877	18844890	ff6600
cCREs w/o Repeats	circle	10	22150412	22150429	ff6600
cCREs w/o Repeats	circle	10	22645383	22645424	ff6600
cCREs w/o Repeats	circle	10	28074678	28074713	ff6600
cCREs w/o Repeats	circle	10	29146733	29146746	ff6600
cCREs w/o Repeats	circle	10	33624543	33624559	ff6600
cCREs w/o Repeats	circle	10	3366715	3366730	ff6600
cCREs w/o Repeats	circle	10	42018029	42018046	ff6600
cCREs w/o Repeats	circle	10	42275722	42275735	ff6600
cCREs w/o Repeats	circle	10	45289348	45289370	ff6600
cCREs w/o Repeats	circle	10	45335563	45335587	ff6600
cCREs w/o Repeats	circle	10	61272826	61272844	ff6600
cCREs w/o Repeats	circle	10	62133357	62133380	ff6600
cCREs w/o Repeats	circle	10	63100199	63100253	ff6600
cCREs w/o Repeats	circle	10	7590357	7590386	ff6600
cCREs w/o Repeats	circle	10	78752570	78752602	ff6600
cCREs w/o Repeats	circle	10	79637563	79637583	ff6600
cCREs w/o Repeats	circle	10	79793935	79793957	ff6600
cCREs w/o Repeats	circle	10	83722877	83722892	ff6600
cCREs w/o Repeats	circle	10	84755599	84755618	ff6600
cCREs w/o Repeats	circle	10	87058380	87058395	ff6600
cCREs w/o Repeats	circle	11	103749748	103749768	ff6600
cCREs w/o Repeats	circle	11	103773583	103773599	ff6600
cCREs w/o Repeats	circle	11	116334274	116334287	ff6600
cCREs w/o Repeats	circle	11	119022532	119022550	ff6600
cCREs w/o Repeats	circle	11	120065796	120065812	ff6600
cCREs w/o Repeats	circle	11	120234833	120234852	ff6600
cCREs w/o Repeats	circle	11	121702977	121702996	ff6600
cCREs w/o Repeats	circle	11	12464701	12464724	ff6600
cCREs w/o Repeats	circle	11	30024844	30024861	ff6600
cCREs w/o Repeats	circle	11	35798319	35798338	ff6600
cCREs w/o Repeats	circle	11	55148784	55148799	ff6600
cCREs w/o Repeats	circle	11	62648252	62648270	ff6600
cCREs w/o Repeats	circle	11	67921574	67921605	ff6600
cCREs w/o Repeats	circle	11	68556263	68556278	ff6600
cCREs w/o Repeats	circle	11	68955965	68955984	ff6600
cCREs w/o Repeats	circle	11	69122367	69122386	ff6600
cCREs w/o Repeats	circle	11	69604988	69605010	ff6600
cCREs w/o Repeats	circle	11	73019063	73019082	ff6600
cCREs w/o Repeats	circle	11	75795706	75795752	ff6600
cCREs w/o Repeats	circle	11	77462454	77462473	ff6600
cCREs w/o Repeats	circle	11	9047444	9047503	ff6600
cCREs w/o Repeats	circle	11	9118898	9118925	ff6600
cCREs w/o Repeats	circle	11	95076305	95076320	ff6600
cCREs w/o Repeats	circle	11	96004575	96004588	ff6600
cCREs w/o Repeats	circle	11	97499979	97499994	ff6600
cCREs w/o Repeats	circle	12	103314624	103314677	ff6600
cCREs w/o Repeats	circle	12	108702041	108702054	ff6600
cCREs w/o Repeats	circle	12	111442366	111442386	ff6600
cCREs w/o Repeats	circle	12	11456089	11456102	ff6600
cCREs w/o Repeats	circle	12	17324732	17324749	ff6600
cCREs w/o Repeats	circle	12	17691131	17691147	ff6600
cCREs w/o Repeats	circle	12	50649060	50649088	ff6600
cCREs w/o Repeats	circle	12	56691950	56691963	ff6600
cCREs w/o Repeats	circle	12	57575774	57575795	ff6600
cCREs w/o Repeats	circle	12	75818663	75818680	ff6600
cCREs w/o Repeats	circle	12	86678919	86678944	ff6600
cCREs w/o Repeats	circle	12	89812193	89812211	ff6600
cCREs w/o Repeats	circle	13	10360547	10360575	ff6600
cCREs w/o Repeats	circle	13	113293156	113293169	ff6600
cCREs w/o Repeats	circle	13	18948482	18948499	ff6600
cCREs w/o Repeats	circle	13	25269657	25269689	ff6600
cCREs w/o Repeats	circle	13	34344000	34344017	ff6600
cCREs w/o Repeats	circle	13	43302860	43302875	ff6600
cCREs w/o Repeats	circle	13	47122619	47122641	ff6600
cCREs w/o Repeats	circle	13	55210276	55210298	ff6600
cCREs w/o Repeats	circle	13	55830595	55830626	ff6600
cCREs w/o Repeats	circle	13	56252512	56252532	ff6600
cCREs w/o Repeats	circle	13	58358849	58358867	ff6600
cCREs w/o Repeats	circle	13	60601874	60601890	ff6600
cCREs w/o Repeats	circle	13	78198426	78198445	ff6600
cCREs w/o Repeats	circle	13	93498892	93498907	ff6600
cCREs w/o Repeats	circle	13	94702899	94702962	ff6600
cCREs w/o Repeats	circle	14	111675776	111675791	ff6600
cCREs w/o Repeats	circle	14	116925405	116925419	ff6600
cCREs w/o Repeats	circle	14	121035429	121035444	ff6600
cCREs w/o Repeats	circle	14	123626882	123626897	ff6600
cCREs w/o Repeats	circle	14	15438648	15438661	ff6600
cCREs w/o Repeats	circle	14	18893189	18893205	ff6600
cCREs w/o Repeats	circle	14	21994255	21994272	ff6600
cCREs w/o Repeats	circle	14	30009045	30009064	ff6600
cCREs w/o Repeats	circle	14	31269163	31269180	ff6600
cCREs w/o Repeats	circle	14	34220084	34220109	ff6600
cCREs w/o Repeats	circle	14	45529699	45529738	ff6600
cCREs w/o Repeats	circle	14	45657276	45657294	ff6600
cCREs w/o Repeats	circle	14	48666317	48666337	ff6600
cCREs w/o Repeats	circle	14	48674068	48674087	ff6600
cCREs w/o Repeats	circle	14	54175186	54175212	ff6600
cCREs w/o Repeats	circle	14	54926231	54926250	ff6600
cCREs w/o Repeats	circle	14	55853577	55853598	ff6600
cCREs w/o Repeats	circle	14	60176951	60177027	ff6600
cCREs w/o Repeats	circle	14	61037933	61037950	ff6600
cCREs w/o Repeats	circle	14	62292259	62292318	ff6600
cCREs w/o Repeats	circle	14	62555636	62555672	ff6600
cCREs w/o Repeats	circle	14	63607314	63607334	ff6600
cCREs w/o Repeats	circle	14	65953767	65953782	ff6600
cCREs w/o Repeats	circle	14	70078607	70078636	ff6600
cCREs w/o Repeats	circle	14	70618480	70618497	ff6600
cCREs w/o Repeats	circle	14	76556678	76556696	ff6600
cCREs w/o Repeats	circle	15	102954907	102954926	ff6600
cCREs w/o Repeats	circle	15	102963829	102963844	ff6600
cCREs w/o Repeats	circle	15	102976092	102976111	ff6600
cCREs w/o Repeats	circle	15	102999290	102999305	ff6600
cCREs w/o Repeats	circle	15	23036186	23036207	ff6600
cCREs w/o Repeats	circle	15	35326696	35326721	ff6600
cCREs w/o Repeats	circle	15	36043043	36043107	ff6600
cCREs w/o Repeats	circle	15	39857148	39857171	ff6600
cCREs w/o Repeats	circle	15	40654989	40655006	ff6600
cCREs w/o Repeats	circle	15	44748498	44748523	ff6600
cCREs w/o Repeats	circle	15	45114434	45114453	ff6600
cCREs w/o Repeats	circle	15	66286343	66286358	ff6600
cCREs w/o Repeats	circle	15	73422564	73422585	ff6600
cCREs w/o Repeats	circle	15	75887747	75887762	ff6600
cCREs w/o Repeats	circle	15	76817565	76817582	ff6600
cCREs w/o Repeats	circle	15	80012216	80012263	ff6600
cCREs w/o Repeats	circle	15	80173278	80173297	ff6600
cCREs w/o Repeats	circle	15	80671749	80671776	ff6600
cCREs w/o Repeats	circle	15	81694098	81694113	ff6600
cCREs w/o Repeats	circle	15	82275598	82275618	ff6600
cCREs w/o Repeats	circle	15	85576811	85576827	ff6600
cCREs w/o Repeats	circle	15	89060009	89060037	ff6600
cCREs w/o Repeats	circle	15	89140396	89140411	ff6600
cCREs w/o Repeats	circle	15	89454161	89454174	ff6600
cCREs w/o Repeats	circle	15	92051692	92051709	ff6600
cCREs w/o Repeats	circle	15	98807932	98808003	ff6600
cCREs w/o Repeats	circle	16	13257042	13257059	ff6600
cCREs w/o Repeats	circle	16	17797196	17797217	ff6600
cCREs w/o Repeats	circle	16	18620784	18620815	ff6600
cCREs w/o Repeats	circle	16	18626071	18626088	ff6600
cCREs w/o Repeats	circle	16	22161872	22161891	ff6600
cCREs w/o Repeats	circle	16	37384526	37384539	ff6600
cCREs w/o Repeats	circle	16	44558514	44558546	ff6600
cCREs w/o Repeats	circle	16	60605294	60605314	ff6600
cCREs w/o Repeats	circle	16	85802543	85802572	ff6600
cCREs w/o Repeats	circle	16	95585490	95585536	ff6600
cCREs w/o Repeats	circle	17	14961341	14961360	ff6600
cCREs w/o Repeats	circle	17	15825832	15825855	ff6600
cCREs w/o Repeats	circle	17	17827457	17827511	ff6600
cCREs w/o Repeats	circle	17	26948872	26948933	ff6600
cCREs w/o Repeats	circle	17	27511725	27511740	ff6600
cCREs w/o Repeats	circle	17	28364441	28364475	ff6600
cCREs w/o Repeats	circle	17	29147237	29147252	ff6600
cCREs w/o Repeats	circle	17	29322601	29322614	ff6600
cCREs w/o Repeats	circle	17	34744098	34744156	ff6600
cCREs w/o Repeats	circle	17	35342383	35342406	ff6600
cCREs w/o Repeats	circle	17	35470118	35470135	ff6600
cCREs w/o Repeats	circle	17	46297611	46297626	ff6600
cCREs w/o Repeats	circle	17	47833066	47833085	ff6600
cCREs w/o Repeats	circle	17	47878942	47878987	ff6600
cCREs w/o Repeats	circle	17	49564026	49564044	ff6600
cCREs w/o Repeats	circle	17	5940608	5940655	ff6600
cCREs w/o Repeats	circle	17	81669830	81669891	ff6600
cCREs w/o Repeats	circle	17	8433504	8433522	ff6600
cCREs w/o Repeats	circle	17	85621026	85621049	ff6600
cCREs w/o Repeats	circle	18	11839486	11839516	ff6600
cCREs w/o Repeats	circle	18	31445883	31445920	ff6600
cCREs w/o Repeats	circle	18	35888022	35888039	ff6600
cCREs w/o Repeats	circle	18	36515347	36515362	ff6600
cCREs w/o Repeats	circle	18	53245529	53245557	ff6600
cCREs w/o Repeats	circle	18	53463264	53463299	ff6600
cCREs w/o Repeats	circle	18	57133515	57133530	ff6600
cCREs w/o Repeats	circle	18	58836174	58836189	ff6600
cCREs w/o Repeats	circle	18	64265354	64265394	ff6600
cCREs w/o Repeats	circle	18	64340100	64340117	ff6600
cCREs w/o Repeats	circle	18	64888028	64888041	ff6600
cCREs w/o Repeats	circle	18	69925473	69925490	ff6600
cCREs w/o Repeats	circle	18	77186386	77186432	ff6600
cCREs w/o Repeats	circle	18	80047897	80047918	ff6600
cCREs w/o Repeats	circle	18	80364020	80364036	ff6600
cCREs w/o Repeats	circle	18	82910643	82910658	ff6600
cCREs w/o Repeats	circle	18	9213187	9213202	ff6600
cCREs w/o Repeats	circle	19	12596482	12596499	ff6600
cCREs w/o Repeats	circle	19	18749915	18749932	ff6600
cCREs w/o Repeats	circle	19	43879623	43879646	ff6600
cCREs w/o Repeats	circle	19	45015466	45015533	ff6600
cCREs w/o Repeats	circle	19	45150877	45150904	ff6600
cCREs w/o Repeats	circle	19	45301875	45301894	ff6600
cCREs w/o Repeats	circle	19	45743369	45743387	ff6600
cCREs w/o Repeats	circle	19	4712084	4712121	ff6600
cCREs w/o Repeats	circle	19	48205263	48205304	ff6600
cCREs w/o Repeats	circle	19	54044781	54044794	ff6600
cCREs w/o Repeats	circle	19	56721872	56721887	ff6600
cCREs w/o Repeats	circle	19	8252282	8252299	ff6600
cCREs w/o Repeats	circle	1	105355967	105356012	ff6600
cCREs w/o Repeats	circle	1	107589514	107589564	ff6600
cCREs w/o Repeats	circle	1	131962633	131962652	ff6600
cCREs w/o Repeats	circle	1	132067641	132067654	ff6600
cCREs w/o Repeats	circle	1	132139195	132139210	ff6600
cCREs w/o Repeats	circle	1	133423110	133423157	ff6600
cCREs w/o Repeats	circle	1	135128409	135128425	ff6600
cCREs w/o Repeats	circle	1	152955275	152955292	ff6600
cCREs w/o Repeats	circle	1	163308881	163308916	ff6600
cCREs w/o Repeats	circle	1	166254167	166254183	ff6600
cCREs w/o Repeats	circle	1	167001301	167001327	ff6600
cCREs w/o Repeats	circle	1	174921959	174921979	ff6600
cCREs w/o Repeats	circle	1	182763812	182763894	ff6600
cCREs w/o Repeats	circle	1	184998947	184998967	ff6600
cCREs w/o Repeats	circle	1	186705309	186705380	ff6600
cCREs w/o Repeats	circle	1	192834634	192834672	ff6600
cCREs w/o Repeats	circle	1	194619725	194619753	ff6600
cCREs w/o Repeats	circle	1	24099752	24099775	ff6600
cCREs w/o Repeats	circle	1	25830188	25830236	ff6600
cCREs w/o Repeats	circle	1	33908121	33908142	ff6600
cCREs w/o Repeats	circle	1	36512223	36512250	ff6600
cCREs w/o Repeats	circle	1	40465612	40465632	ff6600
cCREs w/o Repeats	circle	1	42694929	42694954	ff6600
cCREs w/o Repeats	circle	1	55405690	55405720	ff6600
cCREs w/o Repeats	circle	1	60409972	60409989	ff6600
cCREs w/o Repeats	circle	1	69106940	69106963	ff6600
cCREs w/o Repeats	circle	1	69107488	69107510	ff6600
cCREs w/o Repeats	circle	1	74771695	74771723	ff6600
cCREs w/o Repeats	circle	1	75375604	75375617	ff6600
cCREs w/o Repeats	circle	1	87154038	87154057	ff6600
cCREs w/o Repeats	circle	1	92919563	92919579	ff6600
cCREs w/o Repeats	circle	1	9968083	9968107	ff6600
cCREs w/o Repeats	circle	2	102658812	102658854	ff6600
cCREs w/o Repeats	circle	2	117121607	117121625	ff6600
cCREs w/o Repeats	circle	2	118746674	118746697	ff6600
cCREs w/o Repeats	circle	2	121296449	121296484	ff6600
cCREs w/o Repeats	circle	2	126552974	126552993	ff6600
cCREs w/o Repeats	circle	2	13010025	13010038	ff6600
cCREs w/o Repeats	circle	2	134786572	134786590	ff6600
cCREs w/o Repeats	circle	2	135659595	135659669	ff6600
cCREs w/o Repeats	circle	2	136532273	136532290	ff6600
cCREs w/o Repeats	circle	2	153443536	153443553	ff6600
cCREs w/o Repeats	circle	2	156420830	156420847	ff6600
cCREs w/o Repeats	circle	2	157424357	157424370	ff6600
cCREs w/o Repeats	circle	2	158612265	158612312	ff6600
cCREs w/o Repeats	circle	2	162661188	162661246	ff6600
cCREs w/o Repeats	circle	2	163203352	163203379	ff6600
cCREs w/o Repeats	circle	2	165233844	165233859	ff6600
cCREs w/o Repeats	circle	2	174127117	174127134	ff6600
cCREs w/o Repeats	circle	2	17730367	17730391	ff6600
cCREs w/o Repeats	circle	2	178406963	178406979	ff6600
cCREs w/o Repeats	circle	2	180104064	180104087	ff6600
cCREs w/o Repeats	circle	2	18031672	18031713	ff6600
cCREs w/o Repeats	circle	2	181134671	181134699	ff6600
cCREs w/o Repeats	circle	2	19445587	19445603	ff6600
cCREs w/o Repeats	circle	2	19909656	19909687	ff6600
cCREs w/o Repeats	circle	2	25289981	25289996	ff6600
cCREs w/o Repeats	circle	2	26628365	26628387	ff6600
cCREs w/o Repeats	circle	2	32352527	32352615	ff6600
cCREs w/o Repeats	circle	2	33160728	33160743	ff6600
cCREs w/o Repeats	circle	2	52676038	52676053	ff6600
cCREs w/o Repeats	circle	2	65022500	65022515	ff6600
cCREs w/o Repeats	circle	2	68861831	68861863	ff6600
cCREs w/o Repeats	circle	2	70474240	70474261	ff6600
cCREs w/o Repeats	circle	2	70562435	70562452	ff6600
cCREs w/o Repeats	circle	2	70563353	70563374	ff6600
cCREs w/o Repeats	circle	2	71980999	71981012	ff6600
cCREs w/o Repeats	circle	2	76406485	76406506	ff6600
cCREs w/o Repeats	circle	2	80446492	80446511	ff6600
cCREs w/o Repeats	circle	2	84737126	84737160	ff6600
cCREs w/o Repeats	circle	2	84742943	84742974	ff6600
cCREs w/o Repeats	circle	2	94242936	94242991	ff6600
cCREs w/o Repeats	circle	3	102204213	102204238	ff6600
cCREs w/o Repeats	circle	3	105452040	105452105	ff6600
cCREs w/o Repeats	circle	3	108536707	108536728	ff6600
cCREs w/o Repeats	circle	3	116251897	116251914	ff6600
cCREs w/o Repeats	circle	3	123690910	123690929	ff6600
cCREs w/o Repeats	circle	3	13471638	13471667	ff6600
cCREs w/o Repeats	circle	3	138066616	138066632	ff6600
cCREs w/o Repeats	circle	3	154328538	154328572	ff6600
cCREs w/o Repeats	circle	3	18054725	18054752	ff6600
cCREs w/o Repeats	circle	3	27938472	27938501	ff6600
cCREs w/o Repeats	circle	3	34640726	34640763	ff6600
cCREs w/o Repeats	circle	3	36222105	36222124	ff6600
cCREs w/o Repeats	circle	3	37348591	37348621	ff6600
cCREs w/o Repeats	circle	3	51339803	51339826	ff6600
cCREs w/o Repeats	circle	3	5219632	5219652	ff6600
cCREs w/o Repeats	circle	3	62603509	62603526	ff6600
cCREs w/o Repeats	circle	3	79146412	79146492	ff6600
cCREs w/o Repeats	circle	3	80802728	80802789	ff6600
cCREs w/o Repeats	circle	3	80913514	80913530	ff6600
cCREs w/o Repeats	circle	3	90464890	90464909	ff6600
cCREs w/o Repeats	circle	3	94363716	94363734	ff6600
cCREs w/o Repeats	circle	3	94413125	94413142	ff6600
cCREs w/o Repeats	circle	4	101068998	101069018	ff6600
cCREs w/o Repeats	circle	4	107434443	107434466	ff6600
cCREs w/o Repeats	circle	4	109975004	109975019	ff6600
cCREs w/o Repeats	circle	4	117496635	117496660	ff6600
cCREs w/o Repeats	circle	4	117926886	117926921	ff6600
cCREs w/o Repeats	circle	4	119415234	119415251	ff6600
cCREs w/o Repeats	circle	4	119815058	119815087	ff6600
cCREs w/o Repeats	circle	4	123116716	123116752	ff6600
cCREs w/o Repeats	circle	4	123183326	123183352	ff6600
cCREs w/o Repeats	circle	4	124861928	124861943	ff6600
cCREs w/o Repeats	circle	4	126286701	126286720	ff6600
cCREs w/o Repeats	circle	4	129984414	129984430	ff6600
cCREs w/o Repeats	circle	4	130079406	130079443	ff6600
cCREs w/o Repeats	circle	4	136135082	136135109	ff6600
cCREs w/o Repeats	circle	4	136462291	136462367	ff6600
cCREs w/o Repeats	circle	4	138262388	138262403	ff6600
cCREs w/o Repeats	circle	4	140246066	140246125	ff6600
cCREs w/o Repeats	circle	4	141599925	141599945	ff6600
cCREs w/o Repeats	circle	4	142015067	142015080	ff6600
cCREs w/o Repeats	circle	4	148130287	148130305	ff6600
cCREs w/o Repeats	circle	4	148951686	148951719	ff6600
cCREs w/o Repeats	circle	4	149586215	149586235	ff6600
cCREs w/o Repeats	circle	4	152116259	152116276	ff6600
cCREs w/o Repeats	circle	4	32950600	32950615	ff6600
cCREs w/o Repeats	circle	4	32983187	32983264	ff6600
cCREs w/o Repeats	circle	4	33188899	33188912	ff6600
cCREs w/o Repeats	circle	4	41731417	41731430	ff6600
cCREs w/o Repeats	circle	4	45826397	45826435	ff6600
cCREs w/o Repeats	circle	4	48585975	48585997	ff6600
cCREs w/o Repeats	circle	4	49059416	49059441	ff6600
cCREs w/o Repeats	circle	4	55530294	55530310	ff6600
cCREs w/o Repeats	circle	4	62965281	62965300	ff6600
cCREs w/o Repeats	circle	4	66403856	66403871	ff6600
cCREs w/o Repeats	circle	4	72199940	72199955	ff6600
