Type	Shape	Chr	Start	End	color
Repeats w/o cCREs	circle	5	9262902	9262918	6600ff
Repeats w/o cCREs	circle	5	99842262	99842283	6600ff
Repeats w/o cCREs	circle	6	106767043	106767072	6600ff
Repeats w/o cCREs	circle	6	127810781	127810811	6600ff
Repeats w/o cCREs	circle	6	129416940	129416984	6600ff
Repeats w/o cCREs	circle	6	6484823	6484850	6600ff
Repeats w/o cCREs	circle	6	6827866	6827893	6600ff
Repeats w/o cCREs	circle	6	68328043	68328112	6600ff
Repeats w/o cCREs	circle	6	86444909	86444971	6600ff
Repeats w/o cCREs	circle	7	107810338	107810427	6600ff
Repeats w/o cCREs	circle	7	131784738	131784807	6600ff
Repeats w/o cCREs	circle	7	16650049	16650068	6600ff
Repeats w/o cCREs	circle	7	18830690	18830739	6600ff
Repeats w/o cCREs	circle	7	28341171	28341203	6600ff
Repeats w/o cCREs	circle	7	5353512	5353538	6600ff
Repeats w/o cCREs	circle	7	66619408	66619432	6600ff
Repeats w/o cCREs	circle	8	124359828	124359855	6600ff
Repeats w/o cCREs	circle	8	12716641	12716724	6600ff
Repeats w/o cCREs	circle	8	127299605	127299634	6600ff
Repeats w/o cCREs	circle	8	25914152	25914176	6600ff
Repeats w/o cCREs	circle	8	3840968	3840991	6600ff
Repeats w/o cCREs	circle	8	91244124	91244144	6600ff
Repeats w/o cCREs	circle	9	105246659	105246726	6600ff
Repeats w/o cCREs	circle	9	13618528	13618587	6600ff
Repeats w/o cCREs	circle	9	38044074	38044096	6600ff
Repeats w/o cCREs	circle	9	38771688	38771725	6600ff
Repeats w/o cCREs	circle	9	46320300	46320330	6600ff
Repeats w/o cCREs	circle	9	77736085	77736124	6600ff
cCREs w/o Repeats	circle	10	119453922	119453949	ff6600
cCREs w/o Repeats	circle	10	128646035	128646110	ff6600
cCREs w/o Repeats	circle	10	81482133	81482155	ff6600
cCREs w/o Repeats	circle	11	107794883	107794906	ff6600
cCREs w/o Repeats	circle	11	113618451	113618495	ff6600
cCREs w/o Repeats	circle	11	115297567	115297594	ff6600
cCREs w/o Repeats	circle	11	69416238	69416290	ff6600
cCREs w/o Repeats	circle	11	75173075	75173099	ff6600
cCREs w/o Repeats	circle	11	82930072	82930096	ff6600
cCREs w/o Repeats	circle	11	84525265	84525290	ff6600
cCREs w/o Repeats	circle	11	96282886	96282906	ff6600
cCREs w/o Repeats	circle	11	97986453	97986477	ff6600
cCREs w/o Repeats	circle	12	104865158	104865179	ff6600
cCREs w/o Repeats	circle	12	118198763	118198787	ff6600
cCREs w/o Repeats	circle	12	30884154	30884171	ff6600
cCREs w/o Repeats	circle	12	49384169	49384263	ff6600
cCREs w/o Repeats	circle	12	53252120	53252143	ff6600
cCREs w/o Repeats	circle	12	56535444	56535499	ff6600
cCREs w/o Repeats	circle	12	70522609	70522627	ff6600
cCREs w/o Repeats	circle	12	84698923	84698947	ff6600
cCREs w/o Repeats	circle	13	28951612	28951633	ff6600
cCREs w/o Repeats	circle	13	31620803	31620823	ff6600
cCREs w/o Repeats	circle	13	54371278	54371305	ff6600
cCREs w/o Repeats	circle	13	55831424	55831461	ff6600
cCREs w/o Repeats	circle	14	116925263	116925290	ff6600
cCREs w/o Repeats	circle	14	122475412	122475433	ff6600
cCREs w/o Repeats	circle	14	18893924	18893940	ff6600
cCREs w/o Repeats	circle	14	62292237	62292258	ff6600
cCREs w/o Repeats	circle	14	70429024	70429041	ff6600
cCREs w/o Repeats	circle	14	93890657	93890676	ff6600
cCREs w/o Repeats	circle	15	102990341	102990430	ff6600
cCREs w/o Repeats	circle	15	75746364	75746388	ff6600
cCREs w/o Repeats	circle	15	76519866	76519882	ff6600
cCREs w/o Repeats	circle	15	78436935	78436955	ff6600
cCREs w/o Repeats	circle	15	78717449	78717514	ff6600
cCREs w/o Repeats	circle	15	83526461	83526479	ff6600
cCREs w/o Repeats	circle	15	84232592	84232616	ff6600
cCREs w/o Repeats	circle	15	84446621	84446678	ff6600
cCREs w/o Repeats	circle	16	18587100	18587121	ff6600
cCREs w/o Repeats	circle	16	21210925	21210942	ff6600
cCREs w/o Repeats	circle	16	94084610	94084683	ff6600
cCREs w/o Repeats	circle	17	26941352	26941381	ff6600
cCREs w/o Repeats	circle	17	28142071	28142097	ff6600
cCREs w/o Repeats	circle	17	34632546	34632564	ff6600
cCREs w/o Repeats	circle	17	35703636	35703673	ff6600
cCREs w/o Repeats	circle	17	46520702	46520726	ff6600
cCREs w/o Repeats	circle	17	62881289	62881316	ff6600
cCREs w/o Repeats	circle	17	84675877	84675900	ff6600
cCREs w/o Repeats	circle	17	85617637	85617692	ff6600
cCREs w/o Repeats	circle	17	85620885	85620906	ff6600
cCREs w/o Repeats	circle	18	24710348	24710374	ff6600
cCREs w/o Repeats	circle	18	62324643	62324660	ff6600
cCREs w/o Repeats	circle	18	82909979	82909996	ff6600
cCREs w/o Repeats	circle	19	16955599	16955618	ff6600
cCREs w/o Repeats	circle	19	17837703	17837731	ff6600
cCREs w/o Repeats	circle	19	25610510	25610530	ff6600
cCREs w/o Repeats	circle	19	45150555	45150576	ff6600
cCREs w/o Repeats	circle	1	119420125	119420172	ff6600
cCREs w/o Repeats	circle	1	133163566	133163593	ff6600
cCREs w/o Repeats	circle	1	193036327	193036348	ff6600
cCREs w/o Repeats	circle	1	42694861	42694904	ff6600
cCREs w/o Repeats	circle	1	60409758	60409786	ff6600
cCREs w/o Repeats	circle	2	153444729	153444746	ff6600
cCREs w/o Repeats	circle	2	162661672	162661701	ff6600
cCREs w/o Repeats	circle	2	167189516	167189561	ff6600
cCREs w/o Repeats	circle	2	31495547	31495610	ff6600
cCREs w/o Repeats	circle	2	32741372	32741403	ff6600
cCREs w/o Repeats	circle	2	35691651	35691681	ff6600
cCREs w/o Repeats	circle	2	38351171	38351220	ff6600
cCREs w/o Repeats	circle	2	74698539	74698568	ff6600
cCREs w/o Repeats	circle	2	74711643	74711696	ff6600
cCREs w/o Repeats	circle	3	107458987	107459006	ff6600
cCREs w/o Repeats	circle	3	34661495	34661519	ff6600
cCREs w/o Repeats	circle	3	81037440	81037459	ff6600
cCREs w/o Repeats	circle	3	87174662	87174681	ff6600
cCREs w/o Repeats	circle	3	88023410	88023428	ff6600
cCREs w/o Repeats	circle	3	88532305	88532347	ff6600
cCREs w/o Repeats	circle	4	101551108	101551129	ff6600
cCREs w/o Repeats	circle	4	119414763	119414785	ff6600
cCREs w/o Repeats	circle	4	13751178	13751203	ff6600
cCREs w/o Repeats	circle	4	146067420	146067439	ff6600
cCREs w/o Repeats	circle	4	147275645	147275664	ff6600
cCREs w/o Repeats	circle	4	154637492	154637515	ff6600
cCREs w/o Repeats	circle	4	155774804	155774823	ff6600
cCREs w/o Repeats	circle	4	156186494	156186522	ff6600
cCREs w/o Repeats	circle	4	43631322	43631350	ff6600
cCREs w/o Repeats	circle	4	57637924	57637987	ff6600
cCREs w/o Repeats	circle	5	121009336	121009362	ff6600
cCREs w/o Repeats	circle	5	136881942	136881967	ff6600
cCREs w/o Repeats	circle	5	138821146	138821169	ff6600
cCREs w/o Repeats	circle	5	147270664	147270681	ff6600
cCREs w/o Repeats	circle	5	30815087	30815104	ff6600
cCREs w/o Repeats	circle	5	35740153	35740173	ff6600
cCREs w/o Repeats	circle	5	57717952	57717988	ff6600
cCREs w/o Repeats	circle	5	77407493	77407520	ff6600
cCREs w/o Repeats	circle	5	98254258	98254285	ff6600
cCREs w/o Repeats	circle	6	101377111	101377134	ff6600
cCREs w/o Repeats	circle	6	119330233	119330253	ff6600
cCREs w/o Repeats	circle	6	121473665	121473686	ff6600
cCREs w/o Repeats	circle	6	140424793	140424819	ff6600
cCREs w/o Repeats	circle	6	145746525	145746549	ff6600
cCREs w/o Repeats	circle	6	14900197	14900217	ff6600
cCREs w/o Repeats	circle	6	52165381	52165450	ff6600
cCREs w/o Repeats	circle	6	52203697	52203717	ff6600
cCREs w/o Repeats	circle	6	52216662	52216683	ff6600
cCREs w/o Repeats	circle	6	55203333	55203361	ff6600
cCREs w/o Repeats	circle	6	56362661	56362708	ff6600
cCREs w/o Repeats	circle	6	83070619	83070644	ff6600
cCREs w/o Repeats	circle	6	84588864	84588901	ff6600
cCREs w/o Repeats	circle	6	87980649	87980669	ff6600
cCREs w/o Repeats	circle	6	8948037	8948056	ff6600
cCREs w/o Repeats	circle	7	100285856	100285923	ff6600
cCREs w/o Repeats	circle	7	144838505	144838526	ff6600
cCREs w/o Repeats	circle	7	19179162	19179190	ff6600
cCREs w/o Repeats	circle	7	24944366	24944388	ff6600
cCREs w/o Repeats	circle	7	29316889	29316906	ff6600
cCREs w/o Repeats	circle	7	44335660	44335690	ff6600
cCREs w/o Repeats	circle	7	45168396	45168414	ff6600
cCREs w/o Repeats	circle	7	45866902	45866929	ff6600
cCREs w/o Repeats	circle	7	49637665	49637685	ff6600
cCREs w/o Repeats	circle	7	73391345	73391362	ff6600
cCREs w/o Repeats	circle	7	79505747	79505768	ff6600
cCREs w/o Repeats	circle	8	112569911	112569939	ff6600
cCREs w/o Repeats	circle	8	123861445	123861542	ff6600
cCREs w/o Repeats	circle	8	125897815	125897839	ff6600
cCREs w/o Repeats	circle	8	25305806	25305897	ff6600
cCREs w/o Repeats	circle	8	40861979	40861998	ff6600
cCREs w/o Repeats	circle	8	57321355	57321375	ff6600
cCREs w/o Repeats	circle	8	68880570	68880588	ff6600
cCREs w/o Repeats	circle	8	71658527	71658560	ff6600
cCREs w/o Repeats	circle	9	110742499	110742527	ff6600
cCREs w/o Repeats	circle	9	112234967	112234994	ff6600
cCREs w/o Repeats	circle	9	121792429	121792453	ff6600
cCREs w/o Repeats	circle	9	21165686	21165709	ff6600
cCREs w/o Repeats	circle	9	37147077	37147094	ff6600
cCREs w/o Repeats	circle	9	63144037	63144056	ff6600
cCREs w/o Repeats	circle	9	65102663	65102682	ff6600
cCREs w/o Repeats	circle	9	75626090	75626112	ff6600
cCREs w/o Repeats	circle	9	79718378	79718401	ff6600
cCREs w/o Repeats	circle	9	81633569	81633596	ff6600
cCREs w/o Repeats	circle	X	110812383	110812400	ff6600
cCREs w/o Repeats	circle	X	137118493	137118522	ff6600
cCREs w/o Repeats	circle	X	159987892	159987912	ff6600
cCREs w/o Repeats	circle	X	60547860	60547883	ff6600
cCREs w/o Repeats	circle	X	9200975	9201036	ff6600
