Type	Shape	Chr	Start	End	color
Repeats w/o cCREs	circle	6	106767044	106767077	6600ff
Repeats w/o cCREs	circle	6	116272507	116272526	6600ff
Repeats w/o cCREs	circle	6	127811128	127811153	6600ff
Repeats w/o cCREs	circle	6	17704841	17704885	6600ff
Repeats w/o cCREs	circle	6	23311176	23311210	6600ff
Repeats w/o cCREs	circle	6	34654725	34654750	6600ff
Repeats w/o cCREs	circle	6	42218046	42218067	6600ff
Repeats w/o cCREs	circle	6	42954006	42954031	6600ff
Repeats w/o cCREs	circle	6	48158136	48158157	6600ff
Repeats w/o cCREs	circle	6	54696384	54696409	6600ff
Repeats w/o cCREs	circle	6	57398753	57398775	6600ff
Repeats w/o cCREs	circle	6	57857317	57857366	6600ff
Repeats w/o cCREs	circle	6	68531285	68531315	6600ff
Repeats w/o cCREs	circle	6	69086906	69086964	6600ff
Repeats w/o cCREs	circle	6	69359957	69359986	6600ff
Repeats w/o cCREs	circle	6	7880247	7880297	6600ff
Repeats w/o cCREs	circle	6	82681772	82681797	6600ff
Repeats w/o cCREs	circle	6	89742429	89742462	6600ff
Repeats w/o cCREs	circle	6	90233745	90233811	6600ff
Repeats w/o cCREs	circle	6	99948328	99948349	6600ff
Repeats w/o cCREs	circle	7	102606159	102606183	6600ff
Repeats w/o cCREs	circle	7	103180644	103180688	6600ff
Repeats w/o cCREs	circle	7	103514641	103514693	6600ff
Repeats w/o cCREs	circle	7	109806481	109806508	6600ff
Repeats w/o cCREs	circle	7	11668112	11668131	6600ff
Repeats w/o cCREs	circle	7	119752042	119752067	6600ff
Repeats w/o cCREs	circle	7	123427128	123427152	6600ff
Repeats w/o cCREs	circle	7	124706136	124706162	6600ff
Repeats w/o cCREs	circle	7	13181368	13181404	6600ff
Repeats w/o cCREs	circle	7	141098280	141098303	6600ff
Repeats w/o cCREs	circle	7	142858075	142858107	6600ff
Repeats w/o cCREs	circle	7	16650320	16650345	6600ff
Repeats w/o cCREs	circle	7	18785586	18785611	6600ff
Repeats w/o cCREs	circle	7	18822546	18822571	6600ff
Repeats w/o cCREs	circle	7	24051415	24051450	6600ff
Repeats w/o cCREs	circle	7	28559422	28559445	6600ff
Repeats w/o cCREs	circle	7	30713297	30713336	6600ff
Repeats w/o cCREs	circle	7	44067239	44067305	6600ff
Repeats w/o cCREs	circle	7	47886224	47886276	6600ff
Repeats w/o cCREs	circle	7	51925245	51925269	6600ff
Repeats w/o cCREs	circle	7	5217601	5217627	6600ff
Repeats w/o cCREs	circle	7	63959329	63959362	6600ff
Repeats w/o cCREs	circle	7	66444412	66444464	6600ff
Repeats w/o cCREs	circle	7	86544390	86544426	6600ff
Repeats w/o cCREs	circle	8	116491886	116491952	6600ff
Repeats w/o cCREs	circle	8	20919784	20919855	6600ff
Repeats w/o cCREs	circle	8	22282787	22282821	6600ff
Repeats w/o cCREs	circle	8	25914143	25914169	6600ff
Repeats w/o cCREs	circle	8	5107978	5108003	6600ff
Repeats w/o cCREs	circle	8	6439644	6439677	6600ff
Repeats w/o cCREs	circle	8	91156261	91156281	6600ff
Repeats w/o cCREs	circle	9	109576640	109576665	6600ff
Repeats w/o cCREs	circle	9	123319865	123319890	6600ff
Repeats w/o cCREs	circle	9	13618536	13618579	6600ff
Repeats w/o cCREs	circle	9	24624303	24624342	6600ff
Repeats w/o cCREs	circle	9	31092737	31092778	6600ff
Repeats w/o cCREs	circle	9	8221741	8221763	6600ff
Repeats w/o cCREs	circle	X	134489073	134489097	6600ff
Repeats w/o cCREs	circle	X	134953750	134953783	6600ff
Repeats w/o cCREs	circle	X	147504937	147504968	6600ff
Repeats w/o cCREs	circle	X	150367119	150367145	6600ff
Repeats w/o cCREs	circle	X	57052555	57052603	6600ff
Repeats w/o cCREs	circle	X	74756171	74756237	6600ff
Repeats w/o cCREs	circle	Y	2331734	2331784	6600ff
cCREs w/o Repeats	circle	10	108331954	108331974	ff6600
cCREs w/o Repeats	circle	10	109010703	109010727	ff6600
cCREs w/o Repeats	circle	10	115587867	115587896	ff6600
cCREs w/o Repeats	circle	10	121641621	121641654	ff6600
cCREs w/o Repeats	circle	10	122679069	122679103	ff6600
cCREs w/o Repeats	circle	10	127059911	127059941	ff6600
cCREs w/o Repeats	circle	10	127180162	127180189	ff6600
cCREs w/o Repeats	circle	10	127188391	127188429	ff6600
cCREs w/o Repeats	circle	10	127540028	127540066	ff6600
cCREs w/o Repeats	circle	10	128646061	128646104	ff6600
cCREs w/o Repeats	circle	10	128909449	128909480	ff6600
cCREs w/o Repeats	circle	10	13061173	13061195	ff6600
cCREs w/o Repeats	circle	10	20148923	20148957	ff6600
cCREs w/o Repeats	circle	10	22151579	22151611	ff6600
cCREs w/o Repeats	circle	10	22645071	22645093	ff6600
cCREs w/o Repeats	circle	10	30843073	30843111	ff6600
cCREs w/o Repeats	circle	10	31445522	31445544	ff6600
cCREs w/o Repeats	circle	10	42579902	42579922	ff6600
cCREs w/o Repeats	circle	10	43173875	43173899	ff6600
cCREs w/o Repeats	circle	10	43174593	43174654	ff6600
cCREs w/o Repeats	circle	10	45336060	45336102	ff6600
cCREs w/o Repeats	circle	10	50894666	50894689	ff6600
cCREs w/o Repeats	circle	10	51677715	51677740	ff6600
cCREs w/o Repeats	circle	10	5550850	5550882	ff6600
cCREs w/o Repeats	circle	10	58813960	58813982	ff6600
cCREs w/o Repeats	circle	10	60106665	60106714	ff6600
cCREs w/o Repeats	circle	10	62726130	62726167	ff6600
cCREs w/o Repeats	circle	10	69398804	69398836	ff6600
cCREs w/o Repeats	circle	10	74967206	74967231	ff6600
cCREs w/o Repeats	circle	10	75556434	75556465	ff6600
cCREs w/o Repeats	circle	10	7589579	7589609	ff6600
cCREs w/o Repeats	circle	10	77902834	77902861	ff6600
cCREs w/o Repeats	circle	10	79637567	79637594	ff6600
cCREs w/o Repeats	circle	10	79716552	79716572	ff6600
cCREs w/o Repeats	circle	10	79780243	79780273	ff6600
cCREs w/o Repeats	circle	10	79874416	79874446	ff6600
cCREs w/o Repeats	circle	10	79921264	79921295	ff6600
cCREs w/o Repeats	circle	10	80299049	80299078	ff6600
cCREs w/o Repeats	circle	10	83337445	83337467	ff6600
cCREs w/o Repeats	circle	10	87493713	87493742	ff6600
cCREs w/o Repeats	circle	11	101170414	101170464	ff6600
cCREs w/o Repeats	circle	11	101246586	101246634	ff6600
cCREs w/o Repeats	circle	11	101468158	101468182	ff6600
cCREs w/o Repeats	circle	11	101784377	101784412	ff6600
cCREs w/o Repeats	circle	11	102082586	102082612	ff6600
cCREs w/o Repeats	circle	11	102365030	102365054	ff6600
cCREs w/o Repeats	circle	11	102404169	102404189	ff6600
cCREs w/o Repeats	circle	11	102604438	102604463	ff6600
cCREs w/o Repeats	circle	11	102624519	102624549	ff6600
cCREs w/o Repeats	circle	11	102761813	102761841	ff6600
cCREs w/o Repeats	circle	11	102946606	102946636	ff6600
cCREs w/o Repeats	circle	11	103649447	103649471	ff6600
cCREs w/o Repeats	circle	11	105456503	105456537	ff6600
cCREs w/o Repeats	circle	11	105967871	105967898	ff6600
cCREs w/o Repeats	circle	11	107793747	107793782	ff6600
cCREs w/o Repeats	circle	11	107794542	107794579	ff6600
cCREs w/o Repeats	circle	11	114765303	114765330	ff6600
cCREs w/o Repeats	circle	11	115367134	115367160	ff6600
cCREs w/o Repeats	circle	11	116238025	116238052	ff6600
cCREs w/o Repeats	circle	11	116531457	116531482	ff6600
cCREs w/o Repeats	circle	11	116694651	116694674	ff6600
cCREs w/o Repeats	circle	11	117415006	117415039	ff6600
cCREs w/o Repeats	circle	11	119228552	119228578	ff6600
cCREs w/o Repeats	circle	11	119549908	119549940	ff6600
cCREs w/o Repeats	circle	11	120235934	120235955	ff6600
cCREs w/o Repeats	circle	11	120530487	120530511	ff6600
cCREs w/o Repeats	circle	11	120721581	120721606	ff6600
cCREs w/o Repeats	circle	11	121146235	121146290	ff6600
cCREs w/o Repeats	circle	11	16257675	16257698	ff6600
cCREs w/o Repeats	circle	11	16752182	16752220	ff6600
cCREs w/o Repeats	circle	11	18871589	18871637	ff6600
cCREs w/o Repeats	circle	11	28583137	28583166	ff6600
cCREs w/o Repeats	circle	11	32000628	32000667	ff6600
cCREs w/o Repeats	circle	11	35121042	35121066	ff6600
cCREs w/o Repeats	circle	11	4118319	4118341	ff6600
cCREs w/o Repeats	circle	11	4947964	4947987	ff6600
cCREs w/o Repeats	circle	11	49609579	49609604	ff6600
cCREs w/o Repeats	circle	11	49902077	49902113	ff6600
cCREs w/o Repeats	circle	11	52168234	52168259	ff6600
cCREs w/o Repeats	circle	11	52283312	52283335	ff6600
cCREs w/o Repeats	circle	11	52765068	52765091	ff6600
cCREs w/o Repeats	circle	11	53567660	53567685	ff6600
cCREs w/o Repeats	circle	11	54100905	54100933	ff6600
cCREs w/o Repeats	circle	11	54304224	54304249	ff6600
cCREs w/o Repeats	circle	11	59290855	59290882	ff6600
cCREs w/o Repeats	circle	11	59307096	59307128	ff6600
cCREs w/o Repeats	circle	11	61579506	61579527	ff6600
cCREs w/o Repeats	circle	11	62077399	62077417	ff6600
cCREs w/o Repeats	circle	11	62648249	62648279	ff6600
cCREs w/o Repeats	circle	11	67455829	67455861	ff6600
cCREs w/o Repeats	circle	11	69122239	69122276	ff6600
cCREs w/o Repeats	circle	11	69326780	69326804	ff6600
cCREs w/o Repeats	circle	11	69340451	69340473	ff6600
cCREs w/o Repeats	circle	11	69604793	69604814	ff6600
cCREs w/o Repeats	circle	11	69695505	69695533	ff6600
cCREs w/o Repeats	circle	11	69695795	69695881	ff6600
cCREs w/o Repeats	circle	11	69936281	69936312	ff6600
cCREs w/o Repeats	circle	11	70214220	70214246	ff6600
cCREs w/o Repeats	circle	11	70351802	70351831	ff6600
cCREs w/o Repeats	circle	11	7214238	7214262	ff6600
cCREs w/o Repeats	circle	11	72489803	72489839	ff6600
cCREs w/o Repeats	circle	11	75172656	75172687	ff6600
cCREs w/o Repeats	circle	11	75173074	75173119	ff6600
cCREs w/o Repeats	circle	11	76998334	76998364	ff6600
cCREs w/o Repeats	circle	11	77763703	77763731	ff6600
cCREs w/o Repeats	circle	11	77930715	77930743	ff6600
cCREs w/o Repeats	circle	11	78188708	78188735	ff6600
cCREs w/o Repeats	circle	11	81151709	81151736	ff6600
cCREs w/o Repeats	circle	11	83409905	83409950	ff6600
cCREs w/o Repeats	circle	11	85829484	85829513	ff6600
cCREs w/o Repeats	circle	11	85833508	85833531	ff6600
cCREs w/o Repeats	circle	11	87578370	87578404	ff6600
cCREs w/o Repeats	circle	11	93098976	93099001	ff6600
cCREs w/o Repeats	circle	11	94499616	94499650	ff6600
cCREs w/o Repeats	circle	11	95010158	95010182	ff6600
cCREs w/o Repeats	circle	11	95513506	95513526	ff6600
cCREs w/o Repeats	circle	11	96005030	96005056	ff6600
cCREs w/o Repeats	circle	11	96271395	96271431	ff6600
cCREs w/o Repeats	circle	11	96283415	96283437	ff6600
cCREs w/o Repeats	circle	11	96300537	96300560	ff6600
cCREs w/o Repeats	circle	11	96346400	96346427	ff6600
cCREs w/o Repeats	circle	11	96875785	96875839	ff6600
cCREs w/o Repeats	circle	11	97018709	97018732	ff6600
cCREs w/o Repeats	circle	11	97628797	97628826	ff6600
cCREs w/o Repeats	circle	11	97698842	97698865	ff6600
cCREs w/o Repeats	circle	11	98412534	98412570	ff6600
cCREs w/o Repeats	circle	11	98742455	98742495	ff6600
cCREs w/o Repeats	circle	11	98982050	98982076	ff6600
cCREs w/o Repeats	circle	12	100290420	100290474	ff6600
cCREs w/o Repeats	circle	12	101819511	101819535	ff6600
cCREs w/o Repeats	circle	12	103242556	103242594	ff6600
cCREs w/o Repeats	circle	12	103532265	103532286	ff6600
cCREs w/o Repeats	circle	12	104473497	104473521	ff6600
cCREs w/o Repeats	circle	12	105336623	105336647	ff6600
cCREs w/o Repeats	circle	12	108327807	108327839	ff6600
cCREs w/o Repeats	circle	12	108702315	108702357	ff6600
cCREs w/o Repeats	circle	12	108959834	108959900	ff6600
cCREs w/o Repeats	circle	12	110278224	110278281	ff6600
cCREs w/o Repeats	circle	12	110447657	110447682	ff6600
cCREs w/o Repeats	circle	12	111486013	111486055	ff6600
cCREs w/o Repeats	circle	12	11149327	11149355	ff6600
cCREs w/o Repeats	circle	12	112147194	112147221	ff6600
cCREs w/o Repeats	circle	12	112671069	112671106	ff6600
cCREs w/o Repeats	circle	12	112679302	112679330	ff6600
cCREs w/o Repeats	circle	12	112722115	112722167	ff6600
cCREs w/o Repeats	circle	12	113014772	113014793	ff6600
cCREs w/o Repeats	circle	12	113140491	113140515	ff6600
cCREs w/o Repeats	circle	12	113185814	113185842	ff6600
cCREs w/o Repeats	circle	12	11455967	11456005	ff6600
cCREs w/o Repeats	circle	12	116077693	116077721	ff6600
cCREs w/o Repeats	circle	12	116485962	116485997	ff6600
cCREs w/o Repeats	circle	12	18387103	18387127	ff6600
cCREs w/o Repeats	circle	12	19288256	19288277	ff6600
cCREs w/o Repeats	circle	12	19703758	19703780	ff6600
cCREs w/o Repeats	circle	12	20815768	20815818	ff6600
cCREs w/o Repeats	circle	12	20990896	20990921	ff6600
cCREs w/o Repeats	circle	12	22156879	22156900	ff6600
cCREs w/o Repeats	circle	12	23189696	23189718	ff6600
cCREs w/o Repeats	circle	12	24680498	24680541	ff6600
cCREs w/o Repeats	circle	12	25098351	25098374	ff6600
cCREs w/o Repeats	circle	12	29938021	29938056	ff6600
cCREs w/o Repeats	circle	12	30884148	30884173	ff6600
cCREs w/o Repeats	circle	12	34906927	34906956	ff6600
cCREs w/o Repeats	circle	12	44328746	44328763	ff6600
cCREs w/o Repeats	circle	12	49383780	49383823	ff6600
cCREs w/o Repeats	circle	12	53246805	53246827	ff6600
cCREs w/o Repeats	circle	12	5375498	5375534	ff6600
cCREs w/o Repeats	circle	12	69790586	69790633	ff6600
cCREs w/o Repeats	circle	12	69908640	69908669	ff6600
cCREs w/o Repeats	circle	12	71309725	71309745	ff6600
cCREs w/o Repeats	circle	12	73546437	73546466	ff6600
cCREs w/o Repeats	circle	12	75176974	75176995	ff6600
cCREs w/o Repeats	circle	12	75818650	75818676	ff6600
cCREs w/o Repeats	circle	12	76822152	76822179	ff6600
cCREs w/o Repeats	circle	12	80259352	80259381	ff6600
cCREs w/o Repeats	circle	12	80693059	80693083	ff6600
cCREs w/o Repeats	circle	12	8302047	8302077	ff6600
cCREs w/o Repeats	circle	12	83763889	83763915	ff6600
cCREs w/o Repeats	circle	12	83921332	83921372	ff6600
cCREs w/o Repeats	circle	12	84570160	84570190	ff6600
cCREs w/o Repeats	circle	12	84698557	84698580	ff6600
cCREs w/o Repeats	circle	12	85746454	85746514	ff6600
cCREs w/o Repeats	circle	12	86679208	86679251	ff6600
cCREs w/o Repeats	circle	12	87299919	87299947	ff6600
cCREs w/o Repeats	circle	12	91779137	91779166	ff6600
cCREs w/o Repeats	circle	12	95695138	95695158	ff6600
cCREs w/o Repeats	circle	12	98900791	98900827	ff6600
cCREs w/o Repeats	circle	13	104863442	104863520	ff6600
cCREs w/o Repeats	circle	13	107889038	107889064	ff6600
cCREs w/o Repeats	circle	13	108214727	108214757	ff6600
cCREs w/o Repeats	circle	13	112988147	112988170	ff6600
cCREs w/o Repeats	circle	13	114457129	114457167	ff6600
cCREs w/o Repeats	circle	13	14522764	14522785	ff6600
cCREs w/o Repeats	circle	13	30336511	30336536	ff6600
cCREs w/o Repeats	circle	13	31625252	31625292	ff6600
cCREs w/o Repeats	circle	13	33935527	33935553	ff6600
cCREs w/o Repeats	circle	13	33935860	33935907	ff6600
cCREs w/o Repeats	circle	13	37778292	37778330	ff6600
cCREs w/o Repeats	circle	13	38152127	38152156	ff6600
cCREs w/o Repeats	circle	13	38345900	38345927	ff6600
cCREs w/o Repeats	circle	13	42710187	42710216	ff6600
cCREs w/o Repeats	circle	13	43615806	43615832	ff6600
cCREs w/o Repeats	circle	13	45507768	45507809	ff6600
cCREs w/o Repeats	circle	13	46502019	46502038	ff6600
cCREs w/o Repeats	circle	13	48662829	48662857	ff6600
cCREs w/o Repeats	circle	13	51170809	51170835	ff6600
cCREs w/o Repeats	circle	13	54575341	54575362	ff6600
cCREs w/o Repeats	circle	13	54749439	54749514	ff6600
cCREs w/o Repeats	circle	13	54789162	54789188	ff6600
cCREs w/o Repeats	circle	13	55210262	55210291	ff6600
cCREs w/o Repeats	circle	13	55413523	55413552	ff6600
cCREs w/o Repeats	circle	13	55830958	55830983	ff6600
cCREs w/o Repeats	circle	13	56251393	56251420	ff6600
cCREs w/o Repeats	circle	13	58806860	58806882	ff6600
cCREs w/o Repeats	circle	13	64274823	64274849	ff6600
cCREs w/o Repeats	circle	13	68999549	68999580	ff6600
cCREs w/o Repeats	circle	13	72628710	72628733	ff6600
cCREs w/o Repeats	circle	13	73847118	73847140	ff6600
cCREs w/o Repeats	circle	13	91461700	91461775	ff6600
cCREs w/o Repeats	circle	13	91741465	91741489	ff6600
cCREs w/o Repeats	circle	13	92426379	92426418	ff6600
cCREs w/o Repeats	circle	13	9277201	9277229	ff6600
cCREs w/o Repeats	circle	13	94284959	94285015	ff6600
cCREs w/o Repeats	circle	13	94702715	94702754	ff6600
cCREs w/o Repeats	circle	13	95618501	95618526	ff6600
cCREs w/o Repeats	circle	13	96132807	96132838	ff6600
cCREs w/o Repeats	circle	13	96748194	96748225	ff6600
cCREs w/o Repeats	circle	13	98206477	98206501	ff6600
cCREs w/o Repeats	circle	13	98694940	98694958	ff6600
cCREs w/o Repeats	circle	13	99515306	99515326	ff6600
cCREs w/o Repeats	circle	14	111675908	111675943	ff6600
cCREs w/o Repeats	circle	14	11554539	11554561	ff6600
